CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT   MEM %               NET I/O             BLOCK I/O           PIDS
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.26%               63.42MiB / 2GiB     3.10%               17.3MB / 5.51MB     156kB / 15.8MB      8
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               49.40%              1.789GiB / 2GiB     89.46%              368MB / 225MB       665MB / 98.6MB      158
283acd69188f        kafka               1.49%               946.4MiB / 2GiB     46.21%              44.7MB / 74.8MB     61.6MB / 10.2MB     85
c841643e69d3        neo4j               1.28%               788.4MiB / 2GiB     38.50%              182MB / 254MB       28.8MB / 1.1GB      45
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               18.9MB / 5.89MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.42MiB / 2GiB     3.10%               17.3MB / 5.53MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               46.38%              1.792GiB / 2GiB     89.61%              369MB / 226MB       665MB / 98.8MB      158
283acd69188f        kafka               1.52%               958.4MiB / 2GiB     46.79%              44.9MB / 75.2MB     61.6MB / 10.3MB     85
c841643e69d3        neo4j               1.54%               788.5MiB / 2GiB     38.50%              183MB / 255MB       28.8MB / 1.1GB      45
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               18.9MB / 5.91MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.39MiB / 2GiB     3.10%               17.3MB / 5.55MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               42.68%              1.797GiB / 2GiB     89.85%              371MB / 227MB       665MB / 98.9MB      158
283acd69188f        kafka               1.46%               972.4MiB / 2GiB     47.48%              45.1MB / 75.5MB     61.6MB / 10.3MB     85
c841643e69d3        neo4j               20.61%              788.6MiB / 2GiB     38.51%              184MB / 256MB       28.8MB / 1.11GB     45
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               18.9MB / 5.93MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.4MiB / 2GiB      3.10%               17.3MB / 5.57MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               44.00%              1.8GiB / 2GiB       89.99%              372MB / 228MB       665MB / 99.1MB      158
283acd69188f        kafka               1.31%               986.4MiB / 2GiB     48.17%              45.3MB / 75.9MB     61.6MB / 10.4MB     85
c841643e69d3        neo4j               4.63%               788.5MiB / 2GiB     38.50%              185MB / 257MB       28.8MB / 1.11GB     45
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               18.9MB / 5.94MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.43MiB / 2GiB     3.10%               17.3MB / 5.59MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               46.60%              1.803GiB / 2GiB     90.17%              374MB / 229MB       665MB / 99.3MB      158
283acd69188f        kafka               1.19%               986.4MiB / 2GiB     48.17%              45.6MB / 76.3MB     61.6MB / 10.4MB     85
c841643e69d3        neo4j               60.73%              788.7MiB / 2GiB     38.51%              186MB / 258MB       28.8MB / 1.12GB     45
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               18.9MB / 5.96MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.4MiB / 2GiB      3.10%               17.3MB / 5.61MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.91%              1.806GiB / 2GiB     90.31%              375MB / 231MB       665MB / 99.5MB      158
283acd69188f        kafka               1.14%               986.4MiB / 2GiB     48.17%              45.8MB / 76.7MB     61.6MB / 10.5MB     85
c841643e69d3        neo4j               116.17%             788.9MiB / 2GiB     38.52%              187MB / 260MB       28.8MB / 1.13GB     45
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               18.9MB / 5.98MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.4MiB / 2GiB      3.10%               17.3MB / 5.63MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               58.03%              1.808GiB / 2GiB     90.40%              377MB / 232MB       665MB / 99.6MB      158
283acd69188f        kafka               0.95%               986.4MiB / 2GiB     48.17%              46MB / 77.1MB       61.6MB / 10.5MB     85
c841643e69d3        neo4j               53.40%              788.9MiB / 2GiB     38.52%              188MB / 261MB       28.8MB / 1.13GB     45
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               18.9MB / 6MB        4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.39MiB / 2GiB     3.10%               17.3MB / 5.67MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.16%              1.81GiB / 2GiB      90.50%              379MB / 233MB       665MB / 99.8MB      158
283acd69188f        kafka               1.21%               986.4MiB / 2GiB     48.17%              46.3MB / 77.4MB     61.6MB / 10.6MB     85
c841643e69d3        neo4j               166.81%             789.1MiB / 2GiB     38.53%              189MB / 263MB       28.8MB / 1.14GB     45
c715a2a42078        producer5           0.25%               65.51MiB / 2GiB     3.20%               18.9MB / 6.02MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.4MiB / 2GiB      3.10%               17.3MB / 5.69MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               45.62%              1.812GiB / 2GiB     90.62%              381MB / 235MB       665MB / 100MB       158
283acd69188f        kafka               1.23%               986.4MiB / 2GiB     48.17%              46.5MB / 77.8MB     61.6MB / 10.6MB     85
c841643e69d3        neo4j               165.86%             789.1MiB / 2GiB     38.53%              190MB / 264MB       28.8MB / 1.14GB     45
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               18.9MB / 6.04MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.25%               63.39MiB / 2GiB     3.10%               17.3MB / 5.71MB     156kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               46.56%              1.816GiB / 2GiB     90.79%              383MB / 236MB       665MB / 100MB       158
283acd69188f        kafka               1.67%               986.4MiB / 2GiB     48.17%              46.7MB / 78.2MB     61.6MB / 10.7MB     85
c841643e69d3        neo4j               0.38%               789.1MiB / 2GiB     38.53%              192MB / 266MB       28.8MB / 1.15GB     46
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               18.9MB / 6.06MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.4MiB / 2GiB      3.10%               17.3MB / 5.74MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               51.56%              1.818GiB / 2GiB     90.92%              385MB / 238MB       665MB / 100MB       158
283acd69188f        kafka               1.26%               986.4MiB / 2GiB     48.17%              47MB / 78.6MB       61.6MB / 10.7MB     85
c841643e69d3        neo4j               69.94%              789.2MiB / 2GiB     38.54%              193MB / 268MB       28.8MB / 1.16GB     46
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               18.9MB / 6.08MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.4MiB / 2GiB      3.10%               17.4MB / 5.76MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               48.20%              1.821GiB / 2GiB     91.03%              387MB / 239MB       665MB / 101MB       158
283acd69188f        kafka               1.09%               990.5MiB / 2GiB     48.36%              47.2MB / 79MB       61.6MB / 10.7MB     85
c841643e69d3        neo4j               171.30%             789.3MiB / 2GiB     38.54%              194MB / 269MB       28.8MB / 1.17GB     45
c715a2a42078        producer5           0.25%               65.46MiB / 2GiB     3.20%               18.9MB / 6.1MB      4.1kB / 15.8MB      8
